location,location_score,area_sqft,bedrooms,bathrooms,age_years,distance_to_city_km,price_lakhs
Palampur,6.9,1211,1,1,2,3.5,165.48
Kullu,3.1,1437,1,1,28,17.6,47.52
Kullu,8.9,1945,2,1,31,6.0,143.62
Solan,9.8,981,2,1,11,9.2,154.21
Chamba,7.6,3320,1,1,16,0.6,242.52
Bilaspur,7.6,2943,2,2,16,12.2,199.15
Bilaspur,6.7,1048,5,4,0,3.6,177.86
Solan,5.3,1069,4,4,21,21.6,81.12
Mandi,4.0,576,2,1,18,2.9,65.85
Palampur,7.1,3822,4,3,37,6.6,257.52
Palampur,3.3,2025,3,3,14,0.9,165.92
Chamba,8.8,2794,4,4,31,24.8,172.94
Bilaspur,5.9,1024,2,1,15,16.2,76.98
Solan,5.9,1308,1,1,7,16.3,77.41
Mandi,5.3,2395,2,1,13,13.2,168.77
Palampur,9.8,1230,5,5,35,21.8,154.76
Chamba,4.2,2645,3,3,10,4.0,161.21
Dharamshala,4.1,3733,1,1,33,19.9,146.34
Shimla,4.2,1567,5,4,26,20.3,98.22
Bilaspur,7.6,2627,5,5,29,1.4,225.22
Solan,9.9,3704,3,3,30,3.8,292.18
Shimla,4.6,3628,4,4,20,13.9,224.65
Kullu,9.3,527,1,1,24,2.7,117.94
Mandi,5.0,885,3,3,2,7.4,108.91
Kullu,7.5,3951,5,4,27,10.4,262.58
Solan,3.3,3738,3,2,28,4.4,199.42
Kullu,6.5,1626,1,1,4,17.8,112.34
Dharamshala,7.6,2320,4,3,20,12.6,188.55
Palampur,6.8,2504,4,4,20,16.2,189.72
Shimla,4.7,2839,4,3,12,12.1,168.72
Shimla,8.8,3126,4,3,2,10.6,254.59
Dharamshala,9.8,1805,1,1,0,12.6,181.44
Mandi,6.2,3614,1,1,8,22.5,207.26
Mandi,7.5,706,4,4,9,10.2,146.55
Solan,8.5,613,5,5,8,16.2,143.48
Bilaspur,4.7,3852,1,1,24,20.9,172.1
Kullu,9.1,1120,3,2,16,15.7,136.67
Kullu,5.0,3981,3,2,4,6.0,265.87
Shimla,8.4,1500,2,1,3,3.5,182.16
Kullu,3.8,1775,4,4,26,15.0,125.72
Solan,5.0,597,5,4,37,18.3,43.81
Mandi,6.7,3803,5,5,32,19.3,222.27
Shimla,6.7,1757,1,1,30,17.5,101.51
Shimla,9.0,1087,3,2,12,0.6,180.26
Kullu,10.0,2191,5,4,28,19.5,227.75
Shimla,3.8,1041,2,1,3,15.3,52.26
Kullu,4.9,3264,5,5,6,24.7,201.87
Dharamshala,5.5,755,3,3,5,19.2,85.38
Bilaspur,6.4,2247,3,3,7,11.0,183.77
Solan,6.5,1869,2,2,14,17.1,152.17
Bilaspur,9.0,630,5,5,1,15.6,169.89
Solan,8.4,683,3,3,32,8.8,92.85
Dharamshala,3.1,2315,3,3,28,13.6,133.7
Shimla,6.2,1881,3,2,25,5.5,168.97
Chamba,7.3,954,1,1,7,2.7,131.78
Solan,6.2,984,4,4,34,18.5,67.32
Shimla,3.9,3316,2,1,0,9.9,191.43
Solan,5.8,3056,2,1,39,19.0,146.14
Bilaspur,5.9,2627,4,3,29,12.5,184.32
Dharamshala,4.3,3416,1,1,8,20.3,140.58
Solan,8.3,742,4,4,7,18.6,121.28
Chamba,5.2,2907,3,2,27,19.2,164.53
Shimla,7.1,3133,4,3,32,11.0,227.71
Solan,6.6,1201,1,1,18,24.0,75.41
Mandi,9.1,2377,4,3,2,10.4,247.83
Chamba,3.9,3183,2,2,19,19.9,152.83
Chamba,3.8,2612,5,4,19,12.5,181.05
Palampur,5.1,1373,2,2,13,6.3,119.94
Bilaspur,6.0,2826,1,1,36,15.9,140.76
Bilaspur,5.1,3158,3,3,13,12.0,182.75
Shimla,8.3,533,1,1,9,7.0,118.25
Dharamshala,4.7,2485,2,1,27,9.9,120.73
Mandi,3.6,2266,4,3,24,4.4,161.3
Mandi,5.9,1783,3,2,24,24.7,94.56
Kullu,8.4,654,4,4,20,16.3,123.18
Kullu,9.0,792,5,4,12,4.8,163.97
Mandi,8.1,3125,3,3,10,19.2,212.62
Mandi,6.9,3396,3,3,4,15.2,236.68
Mandi,8.1,1967,1,1,7,18.2,157.21
Mandi,7.8,3788,2,2,23,14.8,241.85
Palampur,4.6,3746,4,4,16,2.0,235.77
Shimla,6.9,2830,1,1,29,5.5,159.59
Kullu,8.4,2533,2,1,32,19.3,143.49
Bilaspur,5.2,3875,1,1,22,19.0,168.09
Chamba,7.6,2634,5,4,4,19.0,236.43
Chamba,6.4,3769,3,2,0,0.9,292.42
Chamba,6.5,3926,4,4,9,20.2,234.35
Dharamshala,3.6,1181,4,3,11,11.3,122.78
Kullu,7.7,2812,2,2,2,17.5,215.86
Chamba,9.1,3059,1,1,31,7.2,188.64
Solan,4.0,3370,2,2,14,19.4,151.27
Solan,5.6,1722,1,1,29,24.6,48.3
Shimla,3.3,3515,2,1,8,6.7,192.53
Dharamshala,3.2,2206,2,1,0,19.7,112.57
Chamba,9.9,1853,4,3,5,15.3,205.68
Mandi,6.5,1049,2,1,18,7.2,84.52
Bilaspur,5.5,1624,1,1,19,7.7,95.34
Shimla,4.9,3911,5,4,17,18.4,232.9
Mandi,9.9,3006,1,1,38,7.5,214.49
Bilaspur,4.8,3041,2,1,26,1.7,157.7
Solan,8.1,3634,2,2,29,21.9,187.09
Chamba,5.0,1434,1,1,4,14.9,110.13
Solan,3.5,2815,5,4,18,19.1,146.25
Bilaspur,7.8,1800,2,1,24,15.3,132.83
Shimla,3.0,3467,4,3,23,13.2,164.52
Kullu,7.7,1978,1,1,37,19.4,118.07
Kullu,4.8,3492,3,2,19,1.3,198.65
Mandi,8.2,3116,1,1,14,8.1,212.94
Dharamshala,8.4,3201,2,1,37,15.9,198.86
Chamba,8.1,3739,3,2,13,23.6,236.2
Bilaspur,3.2,3267,5,4,22,10.1,188.42
Palampur,7.9,1625,2,2,1,24.4,126.32
Mandi,9.9,2325,4,3,6,19.0,214.33
Chamba,4.7,2153,1,1,2,12.4,119.09
Dharamshala,4.9,726,2,2,16,11.0,71.37
Palampur,8.7,2576,4,4,37,3.7,218.12
Solan,4.1,2030,3,2,2,15.6,129.45
Chamba,7.6,1876,3,2,39,1.8,172.58
Mandi,8.3,883,4,4,34,11.0,111.79
Kullu,3.3,2264,1,1,0,6.3,118.54
Bilaspur,6.9,2526,4,3,0,23.9,179.2
Palampur,7.0,869,5,4,36,9.4,119.37
Mandi,5.1,2722,4,3,23,12.5,172.36
Solan,9.1,1086,2,2,6,9.7,151.35
Chamba,4.1,1007,2,2,38,3.9,54.23
Mandi,5.5,1903,5,4,22,9.1,150.71
Bilaspur,8.9,1861,4,4,25,19.6,160.1
Shimla,4.3,3702,5,5,27,15.7,205.57
Solan,8.7,736,5,5,8,11.2,176.14
Chamba,3.6,1722,3,3,14,20.6,97.08
Dharamshala,6.4,3070,1,1,5,0.6,213.68
Solan,3.5,1374,2,2,21,20.8,70.03
Kullu,7.7,3935,2,2,39,2.0,251.33
Mandi,8.5,3100,5,4,25,21.8,203.57
Palampur,8.9,3811,2,2,27,23.7,179.18
Shimla,9.9,3821,2,2,7,20.6,243.75
Chamba,7.7,882,5,5,21,1.0,173.83
Solan,8.4,2106,1,1,39,13.4,144.55
Shimla,6.5,3106,4,4,3,20.8,194.71
Shimla,9.4,530,3,2,8,13.9,135.78
Kullu,7.5,2082,5,5,28,9.3,198.95
Chamba,9.2,2908,3,3,0,12.0,266.4
Chamba,4.6,3275,3,3,8,2.5,235.43
Kullu,6.5,1952,5,4,37,12.7,168.15
Palampur,8.1,3520,5,5,0,1.2,318.7
Bilaspur,4.4,2857,4,4,17,16.3,178.63
Solan,4.5,659,4,4,13,10.1,90.08
Mandi,9.8,1472,5,5,15,5.2,225.22
Chamba,6.0,3782,5,4,10,0.9,269.13
Solan,4.3,508,4,4,11,23.1,55.57
Solan,5.3,878,2,2,30,14.1,68.16
Palampur,5.8,1705,4,3,1,16.4,168.4
Shimla,7.4,3978,2,2,5,19.6,235.49
Mandi,9.5,2966,3,2,10,15.9,243.5
Mandi,9.9,1016,3,2,33,10.6,133.47
Palampur,7.6,1875,5,4,15,15.9,190.35
Solan,7.9,3788,3,3,1,6.7,275.13
Palampur,5.3,1267,5,4,20,14.3,130.44
Solan,9.0,2514,5,4,25,5.5,235.84
Dharamshala,4.5,2124,5,5,18,23.0,122.66
Palampur,3.7,3161,1,1,3,13.0,163.61
Solan,9.8,3133,4,3,35,6.2,265.69
Dharamshala,9.0,3416,2,1,34,16.2,194.83
Dharamshala,5.1,918,3,3,36,2.7,74.89
Bilaspur,7.7,2088,3,2,38,11.1,155.81
Dharamshala,6.3,2921,2,2,12,21.7,147.8
Bilaspur,5.3,1966,5,5,16,19.3,168.84
Kullu,5.0,2835,5,4,38,17.7,179.52
Dharamshala,4.0,2725,3,2,17,12.0,168.78
Mandi,6.8,1797,1,1,34,11.4,110.71
Palampur,6.1,850,1,1,25,0.8,114.09
Kullu,6.6,3896,2,2,37,15.2,219.01
Bilaspur,4.5,3390,5,4,0,14.6,222.58
Shimla,9.6,3631,3,3,28,0.6,299.68
Shimla,7.5,1549,1,1,32,3.9,116.59
Palampur,9.3,1606,3,3,7,0.8,207.97
Dharamshala,3.8,1632,5,5,29,6.7,110.21
Shimla,7.4,608,3,2,7,0.6,140.83
Palampur,8.9,1093,3,3,36,10.7,124.24
Palampur,5.3,1579,1,1,36,12.2,73.57
Shimla,4.4,3955,5,4,0,11.2,259.03
Mandi,4.9,1216,1,1,20,5.4,84.15
Mandi,4.9,2277,5,5,15,13.3,174.68
Kullu,6.1,2415,2,2,35,20.4,135.86
Dharamshala,5.3,1759,1,1,12,7.6,111.33
Chamba,4.9,3715,2,1,28,8.2,206.67
Shimla,7.5,826,1,1,4,13.8,105.61
Solan,3.4,3546,1,1,8,6.2,193.8
Dharamshala,5.4,3103,1,1,39,8.8,152.93
Palampur,7.8,1570,4,3,15,11.6,156.46
Chamba,4.2,3187,5,4,30,10.0,199.15
Solan,4.5,2000,2,1,38,20.5,81.28
Bilaspur,4.4,3897,4,4,38,21.3,175.77
Bilaspur,3.0,627,2,1,0,10.4,44.23
Dharamshala,6.3,604,3,2,9,11.5,99.45
Shimla,3.3,2404,2,1,28,23.9,91.07
Shimla,4.9,3760,5,4,37,12.8,225.92
Mandi,10.0,721,3,2,39,24.8,98.94
Mandi,9.4,3222,3,3,28,19.2,223.29
Palampur,4.5,3785,5,5,4,7.0,260.67
Solan,5.2,2202,4,3,29,6.1,159.53
Chamba,6.2,3534,1,1,10,4.4,209.39
Palampur,8.9,3149,1,1,32,20.3,170.42
Mandi,8.6,1249,2,1,21,8.0,137.27
Bilaspur,3.9,3489,1,1,7,17.1,165.58
Palampur,3.9,2947,4,4,33,13.7,160.71
Bilaspur,5.9,544,3,3,39,20.7,24.27
Mandi,9.1,2488,1,1,20,18.9,153.87
Mandi,9.2,2790,3,2,32,2.1,237.23
Kullu,3.8,3304,5,4,2,8.8,217.84
Chamba,7.0,3199,5,4,10,13.2,234.48
Mandi,4.1,2164,5,5,5,20.2,155.76
Palampur,7.8,1546,5,5,11,18.0,158.5
Bilaspur,9.4,1171,4,4,15,14.0,178.07
Palampur,6.2,811,5,5,17,20.3,90.42
Chamba,3.6,2739,5,4,12,11.2,183.51
Mandi,7.1,3859,4,3,21,1.9,266.4
Dharamshala,5.9,780,3,3,8,21.8,84.83
Chamba,8.7,2959,5,4,13,13.4,242.47
Bilaspur,5.4,2546,3,3,33,20.3,132.1
Solan,9.1,1101,1,1,22,10.1,137.97
Chamba,4.9,1244,1,1,1,14.9,83.16
Kullu,4.1,1495,3,3,13,8.6,110.05
Shimla,5.1,2897,1,1,33,10.5,139.32
Mandi,3.2,1545,1,1,7,4.1,120.48
Chamba,5.0,3398,2,2,36,18.7,153.22
Solan,7.6,1794,3,2,11,7.4,189.62
Dharamshala,4.0,883,3,2,25,7.9,71.94
Kullu,3.8,834,3,2,19,9.2,87.35
Dharamshala,3.9,1900,3,3,25,11.1,120.16
Mandi,3.5,1927,5,4,31,14.6,123.69
Dharamshala,9.1,3067,2,2,5,17.2,208.93
Dharamshala,9.6,2175,3,3,14,17.1,175.34
Chamba,3.3,1072,4,3,22,10.9,95.41
Chamba,8.3,1246,2,1,10,12.3,149.07
Bilaspur,8.2,2482,1,1,15,3.9,225.68
Palampur,10.0,1669,1,1,35,13.3,120.18
Shimla,5.4,2851,2,2,9,22.0,162.42
Bilaspur,5.0,3730,2,2,7,11.8,204.72
Kullu,6.2,1741,1,1,23,23.5,76.51
Mandi,9.0,2431,2,2,3,4.3,222.18
Kullu,8.1,3411,4,4,0,18.6,260.5
Mandi,6.3,1236,5,4,34,17.8,100.91
Bilaspur,4.7,2287,3,3,11,17.2,144.06
Dharamshala,8.1,1568,1,1,4,16.7,146.93
Mandi,9.0,2694,4,4,26,1.0,259.87
Dharamshala,5.8,3100,1,1,19,18.7,165.5
Solan,7.7,993,1,1,18,12.7,105.5
Chamba,5.8,1156,3,2,17,13.3,102.63
Solan,6.3,581,3,2,5,1.7,117.51
Palampur,6.7,542,2,2,34,5.1,86.13
Palampur,8.4,677,5,4,0,22.8,122.21
Palampur,9.8,2973,1,1,19,8.2,225.05
Palampur,6.1,3663,1,1,10,10.2,202.67
Palampur,5.4,1933,3,3,25,5.1,148.06
Shimla,5.6,3589,3,2,21,16.0,188.16
Bilaspur,3.9,3053,5,4,15,18.6,176.1
Palampur,5.1,3326,1,1,21,23.1,138.53
Kullu,3.6,3089,3,2,9,14.3,161.86
Chamba,6.0,1198,1,1,5,7.3,114.57
Chamba,4.2,2331,1,1,36,2.2,93.55
Shimla,5.4,2339,3,2,24,7.0,137.93
Palampur,8.6,2745,4,3,26,15.6,215.89
Shimla,4.7,3286,1,1,39,24.4,119.02
Dharamshala,7.3,894,5,4,36,2.4,130.03
Chamba,9.3,2861,3,3,23,10.0,239.73
Solan,7.0,3415,3,2,31,16.8,189.26
Shimla,4.4,904,5,4,21,14.6,85.84
Dharamshala,5.4,1952,2,2,9,16.5,119.39
Kullu,7.1,3634,2,2,24,11.8,242.07
Shimla,6.5,585,4,4,36,7.0,99.45
Chamba,4.0,1062,1,1,35,12.3,43.35
Chamba,6.1,3313,5,4,20,9.8,239.34
Shimla,6.8,1101,5,5,37,17.9,87.04
Dharamshala,4.9,2956,5,4,7,4.7,222.18
Mandi,7.3,3653,3,3,1,12.7,263.13
Kullu,3.5,2244,4,4,16,24.0,118.13
Shimla,5.4,2196,5,4,8,13.5,206.24
Shimla,8.6,2000,1,1,38,6.3,142.49
Mandi,4.8,1805,2,1,4,23.4,111.92
Solan,7.2,1830,3,3,21,6.5,176.37
Dharamshala,5.9,2437,4,4,30,18.9,153.71
Bilaspur,5.2,3634,4,3,4,3.2,262.06
Shimla,9.4,3934,5,4,1,21.4,292.03
Chamba,5.4,3530,3,3,22,4.9,200.5
Mandi,4.7,918,1,1,36,10.2,50.84
Solan,9.4,1573,1,1,0,24.2,145.07
Mandi,8.2,3149,5,4,0,14.7,269.32
Mandi,7.8,2409,3,2,37,7.0,177.96
Palampur,3.3,1670,4,3,24,0.5,142.84
Mandi,3.9,1589,3,2,28,0.7,107.5
Solan,7.5,909,5,4,11,7.2,175.87
Chamba,4.5,1663,2,1,12,13.4,92.96
Dharamshala,4.6,1976,1,1,18,12.4,106.51
Shimla,8.5,1955,4,3,8,23.1,180.22
Palampur,5.0,2420,3,3,17,19.2,135.86
Dharamshala,3.5,1455,5,4,38,23.2,77.3
Kullu,3.3,1220,1,1,29,13.0,40.59
Mandi,6.1,3606,2,1,34,11.4,193.27
Bilaspur,7.3,1918,5,5,19,14.4,177.72
Solan,9.1,1391,5,5,31,9.6,168.69
Chamba,3.8,2724,1,1,16,5.7,176.48
Mandi,4.4,2398,5,4,24,21.0,131.93
Shimla,6.7,2517,1,1,29,17.2,106.77
Shimla,5.5,1275,1,1,32,8.5,70.98
Mandi,6.4,3031,5,5,37,11.4,207.85
Palampur,9.5,1173,1,1,4,6.0,156.06
Kullu,6.8,3427,2,1,31,14.3,201.05
Mandi,5.9,1984,1,1,28,9.3,131.68
Kullu,9.9,1931,3,2,29,22.0,151.37
Dharamshala,3.5,1859,1,1,0,13.4,86.65
Bilaspur,9.5,1980,2,2,19,10.6,166.42
Palampur,6.5,2828,2,1,38,18.9,139.6
Mandi,6.5,2238,4,3,36,22.7,112.13
Dharamshala,9.5,943,3,2,9,20.5,126.97
Solan,6.6,2482,1,1,19,12.6,170.07
Kullu,6.1,1434,3,2,34,9.2,115.28
Shimla,4.9,879,3,2,37,16.7,51.79
Chamba,7.6,3439,2,1,13,20.5,192.02
Bilaspur,7.0,1594,3,3,32,24.5,102.36
Chamba,4.5,2582,2,1,33,11.7,123.88
Kullu,8.0,1101,2,2,6,16.9,126.94
Kullu,7.5,1687,4,4,1,7.7,203.83
Chamba,5.8,1850,2,1,1,2.6,176.55
Bilaspur,3.0,968,2,1,5,6.7,80.2
Kullu,6.1,3906,1,1,29,0.9,233.14
Bilaspur,3.0,1590,4,4,15,13.0,103.01
Bilaspur,3.5,2539,4,4,27,9.6,166.07
Solan,6.0,2479,4,3,3,17.1,174.28
Dharamshala,3.6,2002,1,1,24,15.6,80.52
Shimla,4.9,2549,3,2,29,4.6,177.86
Bilaspur,7.6,2480,2,2,39,17.0,139.02
Kullu,5.2,780,4,3,12,5.1,100.48
Bilaspur,10.0,2841,2,1,21,0.6,238.44
Shimla,9.4,899,3,2,19,24.3,125.17
Chamba,7.1,2022,3,3,13,1.2,167.88
Palampur,9.8,1776,4,3,25,8.9,194.78
Bilaspur,9.1,2066,4,4,22,16.1,181.33
Solan,5.2,751,5,4,33,9.6,91.8
Dharamshala,8.2,2954,3,2,1,9.8,235.51
Kullu,4.0,1964,5,4,8,18.2,153.25
Kullu,7.8,713,5,4,23,15.3,121.84
Solan,6.4,512,3,2,22,13.2,89.41
Dharamshala,3.1,2390,4,4,36,22.2,117.5
Dharamshala,4.9,2831,5,4,26,3.1,206.82
Chamba,9.7,2415,5,4,0,12.0,249.16
Shimla,5.2,3021,2,1,19,6.4,187.25
Chamba,4.3,3148,4,4,33,1.4,208.58
Dharamshala,4.3,3551,3,2,34,24.5,135.81
Chamba,6.4,3939,1,1,32,18.5,191.14
Bilaspur,8.9,3596,2,2,19,5.8,255.34
Mandi,8.3,3285,5,4,4,10.4,270.06
Mandi,6.1,2008,5,5,8,6.0,192.67
Chamba,4.5,2263,4,4,33,17.3,120.24
Chamba,3.3,2656,5,4,13,9.1,194.96
Bilaspur,6.2,1093,3,3,30,23.0,69.32
Dharamshala,8.7,2871,4,3,1,5.6,277.34
Kullu,8.1,2558,1,1,19,9.1,184.05
Palampur,5.9,2320,2,2,38,23.3,90.22
Mandi,7.2,3420,1,1,9,22.2,193.63
Solan,6.1,2905,5,5,1,7.7,230.86
Chamba,7.1,3763,4,3,11,12.3,265.43
Palampur,6.6,3917,5,5,2,22.2,259.71
Chamba,7.8,3388,3,2,24,16.9,223.05
Chamba,6.6,1542,3,2,7,16.1,153.06
Mandi,9.6,1161,4,4,9,16.7,146.31
Kullu,6.0,1547,3,2,23,23.1,89.65
Dharamshala,3.1,2994,2,1,13,13.2,132.76
Kullu,4.7,3525,2,1,26,5.0,220.82
Kullu,6.5,3580,3,3,37,12.1,201.29
Shimla,6.8,2893,1,1,37,18.4,124.98
Kullu,6.9,2883,1,1,29,12.6,190.54
Bilaspur,8.0,3831,1,1,38,8.2,211.02
Shimla,4.9,2900,1,1,29,16.8,111.3
Shimla,7.7,993,1,1,2,11.5,106.53
Shimla,7.9,2250,1,1,38,24.1,112.54
Bilaspur,5.9,1755,1,1,22,9.1,117.19
Bilaspur,5.8,2729,5,5,0,18.1,200.74
Shimla,4.3,2725,1,1,24,14.1,121.57
Bilaspur,5.9,1530,3,2,9,2.4,156.87
Chamba,8.5,1548,1,1,21,12.0,148.85
Mandi,9.4,810,5,5,26,1.2,181.89
Chamba,7.2,1526,2,1,1,19.9,121.44
Bilaspur,5.1,3397,4,3,17,18.5,194.07
Chamba,7.8,2792,4,3,2,1.7,266.37
Mandi,8.2,3801,4,3,4,12.7,300.0
Solan,5.3,3742,4,4,8,24.1,202.5
Solan,8.8,3498,3,2,31,7.5,257.03
Chamba,3.5,1128,4,3,16,22.7,63.2
Kullu,3.1,1668,5,5,1,4.2,142.01
Kullu,3.9,701,2,2,29,0.7,46.97
Palampur,4.1,827,5,5,21,13.5,108.28
Bilaspur,9.2,1308,5,5,5,6.4,226.48
Palampur,6.0,1480,4,3,22,22.0,100.97
Dharamshala,4.9,553,5,4,9,17.0,88.14
Bilaspur,6.0,3449,1,1,25,17.3,150.53
Solan,5.8,2344,3,2,37,17.0,136.42
Dharamshala,5.1,2795,4,4,12,17.1,182.1
Chamba,4.0,2787,5,5,29,18.8,139.65
Shimla,7.6,3883,1,1,0,16.9,241.52
Palampur,4.0,1015,5,4,16,20.9,67.33
Mandi,8.4,1699,1,1,35,14.2,124.78
Chamba,4.4,1579,2,1,2,9.1,107.73
Dharamshala,8.1,2430,4,4,37,11.9,190.52
Mandi,8.6,2341,2,1,3,11.3,191.42
Kullu,3.9,3265,5,5,19,8.6,184.66
Palampur,3.6,2462,5,5,7,10.7,193.63
Shimla,9.6,1318,1,1,0,9.9,176.35
Bilaspur,6.2,2476,2,1,13,3.2,177.9
Mandi,7.4,3874,1,1,23,20.8,205.28
Bilaspur,3.2,2526,4,4,28,19.0,130.83
Dharamshala,5.0,2573,5,4,12,8.8,203.99
Bilaspur,6.5,1115,4,3,19,23.7,117.47
Kullu,9.2,527,1,1,7,23.8,88.68
Mandi,4.9,1233,1,1,29,21.5,40.64
Bilaspur,8.4,588,1,1,6,1.2,135.03
Shimla,7.6,2082,3,3,34,9.6,156.25
Mandi,3.8,3587,4,3,7,11.7,203.62
Kullu,5.1,2063,1,1,26,18.1,110.44
Chamba,4.7,2758,5,4,13,16.1,191.59
Solan,6.1,3494,2,2,39,17.1,149.86
Bilaspur,7.4,3170,3,3,11,19.3,202.76
Mandi,6.0,2777,4,3,37,23.7,154.85
Shimla,4.7,3244,3,2,33,14.0,147.11
Solan,7.9,1481,3,2,18,22.6,112.63
Palampur,7.1,1971,2,2,19,20.5,161.78
Dharamshala,6.6,1896,3,2,14,8.8,156.91
Dharamshala,6.9,3295,2,1,17,20.4,198.45
Palampur,4.6,1930,2,1,18,3.4,152.44
Bilaspur,7.8,3781,4,4,5,4.4,285.22
Dharamshala,5.7,1153,5,4,12,24.8,109.24
Palampur,5.5,1102,5,4,35,11.0,132.5
Chamba,4.0,3006,2,2,39,11.8,142.74
Solan,7.2,3174,2,2,2,23.8,224.68
Kullu,7.2,2876,1,1,29,9.4,166.66
Kullu,5.4,1577,2,1,9,6.3,152.94
Chamba,9.0,531,3,3,26,2.4,133.98
Chamba,8.9,1625,2,2,24,13.3,143.01
Bilaspur,3.8,2133,4,3,35,5.4,142.35
Palampur,7.9,1944,1,1,28,2.1,157.31
Shimla,5.8,3727,3,3,32,20.4,190.18
Shimla,10.0,3523,2,1,32,8.6,249.38
Mandi,4.6,3212,3,2,25,14.7,148.74
Solan,5.0,577,1,1,16,3.1,63.65
Solan,6.1,945,3,2,13,12.9,112.43
Bilaspur,4.9,2018,4,3,13,16.0,154.41
Bilaspur,7.8,2675,5,4,14,11.5,232.41
Kullu,6.4,2880,2,1,11,8.8,197.37
Dharamshala,4.5,1536,3,3,12,8.1,132.12
Mandi,6.5,886,4,3,22,3.2,141.8
Kullu,9.2,1648,3,3,10,3.3,184.86
Chamba,8.5,3272,3,2,13,12.6,231.85
Mandi,6.5,3952,2,1,28,3.9,235.18
Dharamshala,5.0,3796,5,4,13,6.0,261.07
Bilaspur,4.3,2576,4,4,4,4.5,175.45
Bilaspur,9.1,818,5,4,0,20.2,140.46
Solan,8.0,3887,4,4,30,11.5,259.27
Solan,7.0,1035,2,2,37,14.0,93.83
Solan,9.2,1439,2,1,27,14.8,126.39
Palampur,3.9,3909,1,1,2,10.2,201.04
Kullu,7.8,2263,4,4,22,7.8,207.64
Mandi,4.5,1192,4,3,10,9.9,113.93
Palampur,3.8,2257,2,1,12,13.6,133.26
Solan,6.3,776,1,1,36,9.3,58.87
Dharamshala,5.7,1604,5,4,32,3.8,139.26
Chamba,9.6,3832,2,2,29,22.9,244.12
Kullu,5.3,1544,3,3,20,18.4,119.61
Dharamshala,8.7,3624,1,1,23,2.1,237.88
Solan,8.2,2400,1,1,36,22.7,131.34
Shimla,7.7,2795,5,4,26,4.7,230.84
Chamba,9.4,2960,4,4,23,2.9,269.46
Chamba,5.9,2430,1,1,3,4.7,167.53
Chamba,5.7,620,1,1,39,23.4,22.04
Dharamshala,4.1,3717,3,2,32,5.9,214.03
Shimla,4.9,2162,4,3,14,19.8,127.78
Dharamshala,9.2,2794,3,2,10,16.3,220.45
Bilaspur,6.3,2438,5,4,38,13.2,183.74
Solan,5.4,2804,4,3,38,9.5,159.31
Chamba,4.5,1741,4,4,16,2.8,148.28
Bilaspur,6.4,3452,2,2,9,17.9,213.01
Chamba,8.0,1285,4,4,31,10.2,142.34
Kullu,5.0,2786,5,4,25,13.6,163.69
Mandi,8.3,2522,1,1,36,1.8,177.51
Chamba,7.4,2262,4,3,21,19.5,187.6
Solan,8.5,576,5,5,22,17.5,148.22
Chamba,4.8,1864,3,3,5,13.5,133.28
Mandi,7.4,666,4,3,24,12.7,96.2
Dharamshala,4.1,2260,2,2,14,8.8,133.76
Mandi,5.5,2907,1,1,8,8.9,201.17
Palampur,8.1,2328,5,5,31,2.2,232.91
Bilaspur,7.4,3149,2,1,13,17.3,213.98
Kullu,4.3,1762,4,3,8,1.6,174.39
Dharamshala,9.0,1571,2,2,38,0.5,143.91
Palampur,3.4,2068,2,2,38,1.3,101.68
Chamba,7.2,1301,4,3,19,5.5,147.04
Bilaspur,9.9,3306,2,2,11,14.5,239.86
Chamba,6.7,3334,5,4,6,17.2,232.13
Solan,8.6,1957,1,1,25,10.8,144.18
Solan,7.2,3273,1,1,24,10.5,202.82
Shimla,8.5,589,1,1,24,14.6,82.15
Palampur,7.6,1041,2,2,30,15.1,108.95
Dharamshala,7.8,1490,1,1,18,21.2,107.11
Mandi,4.6,1857,2,2,27,20.6,77.57
Dharamshala,8.2,1311,1,1,26,20.7,95.45
Bilaspur,4.7,2292,4,3,31,21.2,102.54
Kullu,9.9,3277,1,1,29,22.1,167.79
Mandi,4.6,2096,5,5,1,14.1,183.71
Chamba,4.7,2072,5,4,24,15.1,156.73
Shimla,9.0,709,4,3,39,18.3,99.78
Chamba,4.7,1481,4,4,22,5.4,129.73
Bilaspur,5.5,3325,4,3,21,9.3,199.03
Bilaspur,8.0,3337,5,5,24,22.9,241.1
Dharamshala,4.1,864,3,2,22,13.3,71.2
Mandi,4.1,567,4,3,16,1.8,100.47
Mandi,6.4,3408,3,2,39,10.4,195.28
Dharamshala,4.7,1109,4,3,2,4.4,132.35
Bilaspur,4.6,2510,2,2,32,9.2,122.43
Chamba,3.1,3394,1,1,6,13.9,166.39
Dharamshala,5.6,3255,5,4,8,12.9,224.74
Shimla,5.2,2427,4,4,24,12.5,159.38
Mandi,3.2,1818,4,4,25,0.9,159.25
Solan,7.3,3207,2,1,37,11.4,184.42
Solan,7.4,2931,4,4,11,1.2,224.4
Palampur,3.5,3433,3,2,1,10.4,197.04
Chamba,5.2,2298,1,1,10,16.4,117.07
Kullu,9.1,3796,5,5,21,3.6,306.97
Solan,7.1,3194,5,5,14,23.0,203.54
Kullu,5.9,721,5,4,10,15.9,116.88
Solan,6.3,1528,3,2,36,5.8,119.87
Shimla,4.5,3297,2,2,22,10.2,173.0
Shimla,8.7,906,1,1,26,2.9,123.7
Solan,9.4,2980,4,4,29,1.0,259.78
